0 0 15 0 1.000000 0.000000 0.000000 
15 0 30 0 1.000000 0.000000 0.000000 
30 0 30 15 1.000000 0.000000 0.000000 
30 15 30 30 1.000000 0.000000 0.000000 
30 30 15 30 1.000000 0.000000 0.000000 
15 30 0 30 1.000000 0.000000 0.000000 
0 30 0 45 1.000000 0.000000 0.000000 
0 45 0 60 1.000000 0.000000 0.000000 
0 60 15 60 1.000000 0.000000 0.000000 
15 60 30 60 1.000000 0.000000 0.000000 
180 0 180 15 1.000000 0.000000 0.000000 
180 15 180 30 1.000000 0.000000 0.000000 
180 30 180 45 1.000000 0.000000 0.000000 
180 45 180 60 1.000000 0.000000 0.000000 
180 0 195 0 1.000000 0.000000 0.000000 
195 0 210 0 1.000000 0.000000 0.000000 
210 0 210 15 1.000000 0.000000 0.000000 
210 15 210 30 1.000000 0.000000 0.000000 
210 30 210 45 1.000000 0.000000 0.000000 
210 45 210 60 1.000000 0.000000 0.000000 
360 0 360 15 1.000000 0.000000 0.000000 
360 15 360 30 1.000000 0.000000 0.000000 
360 30 360 45 1.000000 0.000000 0.000000 
360 45 360 60 1.000000 0.000000 0.000000 
360 60 375 60 1.000000 0.000000 0.000000 
375 60 390 60 1.000000 0.000000 0.000000 
390 60 390 45 1.000000 0.000000 0.000000 
390 45 390 30 1.000000 0.000000 0.000000 
390 30 375 30 1.000000 0.000000 0.000000 
375 30 360 30 1.000000 0.000000 0.000000 
540 0 540 15 1.000000 0.000000 0.000000 
540 15 540 30 1.000000 0.000000 0.000000 
540 30 540 45 1.000000 0.000000 0.000000 
540 45 540 60 1.000000 0.000000 0.000000 
540 60 555 60 1.000000 0.000000 0.000000 
555 60 570 60 1.000000 0.000000 0.000000 
540 30 555 30 1.000000 0.000000 0.000000 
555 30 570 30 1.000000 0.000000 0.000000 
540 0 555 0 1.000000 0.000000 0.000000 
555 0 570 0 1.000000 0.000000 0.000000 
720 0 720 15 1.000000 0.000000 0.000000 
720 15 720 30 1.000000 0.000000 0.000000 
720 30 720 45 1.000000 0.000000 0.000000 
720 45 720 60 1.000000 0.000000 0.000000 
720 60 735 60 1.000000 0.000000 0.000000 
735 60 750 60 1.000000 0.000000 0.000000 
750 60 750 45 1.000000 0.000000 0.000000 
750 45 750 30 1.000000 0.000000 0.000000 
750 30 735 30 1.000000 0.000000 0.000000 
735 30 720 30 1.000000 0.000000 0.000000 
720 30 731 19 1.000000 0.000000 0.000000 
731 19 741 9 1.000000 0.000000 0.000000 
741 9 752 -2 1.000000 0.000000 0.000000 
900 -750 900 -735 1.000000 0.000000 0.000000 
900 -735 900 -720 1.000000 0.000000 0.000000 
900 -720 900 -705 1.000000 0.000000 0.000000 
900 -705 900 -690 1.000000 0.000000 0.000000 
900 -720 915 -720 1.000000 0.000000 0.000000 
915 -720 930 -720 1.000000 0.000000 0.000000 
930 -720 930 -705 1.000000 0.000000 0.000000 
930 -705 930 -690 1.000000 0.000000 0.000000 
930 -720 930 -735 1.000000 0.000000 0.000000 
930 -735 930 -750 1.000000 0.000000 0.000000 
1080 -750 1080 -735 1.000000 0.000000 0.000000 
1080 -735 1080 -720 1.000000 0.000000 0.000000 
1080 -720 1080 -705 1.000000 0.000000 0.000000 
1080 -705 1080 -690 1.000000 0.000000 0.000000 
1080 -690 1095 -690 1.000000 0.000000 0.000000 
1095 -690 1110 -690 1.000000 0.000000 0.000000 
1110 -690 1110 -705 1.000000 0.000000 0.000000 
1110 -705 1110 -720 1.000000 0.000000 0.000000 
1110 -720 1110 -735 1.000000 0.000000 0.000000 
1110 -735 1110 -750 1.000000 0.000000 0.000000 
1110 -750 1095 -750 1.000000 0.000000 0.000000 
1095 -750 1080 -750 1.000000 0.000000 0.000000 
1275 -750 1275 -735 1.000000 0.000000 0.000000 
1275 -735 1275 -720 1.000000 0.000000 0.000000 
1275 -720 1275 -705 1.000000 0.000000 0.000000 
1275 -705 1275 -690 1.000000 0.000000 0.000000 
1275 -690 1290 -690 1.000000 0.000000 0.000000 
1275 -690 1260 -690 1.000000 0.000000 0.000000 
