0 0 0 15 0.000000 1.000000 0.000000 
0 15 0 30 0.000000 1.000000 0.000000 
0 30 15 30 0.000000 1.000000 0.000000 
15 30 15 15 0.000000 1.000000 0.000000 
15 15 -0 15 0.000000 1.000000 0.000000 
-0 15 0 30 0.000000 1.000000 0.000000 
0 30 0 45 0.000000 1.000000 0.000000 
0 45 0 60 0.100000 0.900000 0.200000 
0 60 0 75 0.100000 0.900000 0.200000 
0 75 15 75 0.100000 0.900000 0.200000 
15 75 15 60 0.100000 0.900000 0.200000 
15 60 0 60 0.100000 0.900000 0.200000 
0 60 0 75 0.100000 0.900000 0.200000 
0 75 0 90 0.100000 0.900000 0.200000 
0 90 15 90 0.200000 0.800000 0.400000 
15 90 30 90 0.200000 0.800000 0.400000 
30 90 30 75 0.200000 0.800000 0.400000 
30 75 15 75 0.200000 0.800000 0.400000 
15 75 15 90 0.200000 0.800000 0.400000 
15 90 30 90 0.200000 0.800000 0.400000 
30 90 45 90 0.200000 0.800000 0.400000 
45 90 45 75 0.300000 0.700000 0.600000 
45 75 45 60 0.300000 0.700000 0.600000 
45 60 30 60 0.300000 0.700000 0.600000 
30 60 30 75 0.300000 0.700000 0.600000 
30 75 45 75 0.300000 0.700000 0.600000 
45 75 45 60 0.300000 0.700000 0.600000 
45 60 45 45 0.300000 0.700000 0.600000 
45 45 30 45 0.400000 0.600000 0.800000 
30 45 15 45 0.400000 0.600000 0.800000 
15 45 15 60 0.400000 0.600000 0.800000 
15 60 30 60 0.400000 0.600000 0.800000 
30 60 30 45 0.400000 0.600000 0.800000 
30 45 15 45 0.400000 0.600000 0.800000 
15 45 -0 45 0.400000 0.600000 0.800000 
-0 45 -0 60 0.500000 0.500000 1.000000 
-0 60 0 75 0.500000 0.500000 1.000000 
0 75 15 75 0.500000 0.500000 1.000000 
15 75 15 60 0.500000 0.500000 1.000000 
15 60 -0 60 0.500000 0.500000 1.000000 
-0 60 0 75 0.500000 0.500000 1.000000 
0 75 0 90 0.500000 0.500000 1.000000 
0 90 0 105 0.600000 0.400000 0.000000 
0 105 0 120 0.600000 0.400000 0.000000 
0 120 15 120 0.600000 0.400000 0.000000 
15 120 15 105 0.600000 0.400000 0.000000 
15 105 0 105 0.600000 0.400000 0.000000 
0 105 0 120 0.600000 0.400000 0.000000 
0 120 0 135 0.600000 0.400000 0.000000 
0 135 0 150 0.800000 0.200000 0.400000 
0 150 0 165 0.800000 0.200000 0.400000 
0 165 15 165 0.800000 0.200000 0.400000 
15 165 15 150 0.800000 0.200000 0.400000 
15 150 0 150 0.800000 0.200000 0.400000 
0 150 0 165 0.800000 0.200000 0.400000 
0 165 0 180 0.800000 0.200000 0.400000 
0 180 0 195 0.900000 0.100000 0.600000 
0 195 0 210 0.900000 0.100000 0.600000 
0 210 15 210 0.900000 0.100000 0.600000 
15 210 15 195 0.900000 0.100000 0.600000 
15 195 0 195 0.900000 0.100000 0.600000 
0 195 0 210 0.900000 0.100000 0.600000 
0 210 0 225 0.900000 0.100000 0.600000 
0 225 15 225 1.000000 0.000000 0.800000 
15 225 30 225 1.000000 0.000000 0.800000 
30 225 30 210 1.000000 0.000000 0.800000 
30 210 15 210 1.000000 0.000000 0.800000 
15 210 15 225 1.000000 0.000000 0.800000 
15 225 30 225 1.000000 0.000000 0.800000 
30 225 45 225 1.000000 0.000000 0.800000 
45 225 45 210 0.000000 1.000000 1.000000 
45 210 45 195 0.000000 1.000000 1.000000 
45 195 30 195 0.000000 1.000000 1.000000 
30 195 30 210 0.000000 1.000000 1.000000 
30 210 45 210 0.000000 1.000000 1.000000 
45 210 45 195 0.000000 1.000000 1.000000 
45 195 45 180 0.000000 1.000000 1.000000 
45 180 30 180 0.100000 0.900000 0.000000 
30 180 15 180 0.100000 0.900000 0.000000 
15 180 15 195 0.100000 0.900000 0.000000 
15 195 30 195 0.100000 0.900000 0.000000 
30 195 30 180 0.100000 0.900000 0.000000 
30 180 15 180 0.100000 0.900000 0.000000 
15 180 0 180 0.100000 0.900000 0.000000 
0 180 0 195 0.200000 0.800000 0.200000 
0 195 0 210 0.200000 0.800000 0.200000 
0 210 15 210 0.200000 0.800000 0.200000 
15 210 15 195 0.200000 0.800000 0.200000 
15 195 0 195 0.200000 0.800000 0.200000 
0 195 0 210 0.200000 0.800000 0.200000 
0 210 0 225 0.200000 0.800000 0.200000 
0 225 0 240 0.300000 0.700000 0.400000 
0 240 0 255 0.300000 0.700000 0.400000 
0 255 15 255 0.300000 0.700000 0.400000 
15 255 15 240 0.300000 0.700000 0.400000 
15 240 0 240 0.300000 0.700000 0.400000 
0 240 0 255 0.300000 0.700000 0.400000 
0 255 0 270 0.300000 0.700000 0.400000 
0 270 15 270 0.500000 0.500000 0.800000 
15 270 30 270 0.500000 0.500000 0.800000 
30 270 30 255 0.500000 0.500000 0.800000 
30 255 15 255 0.500000 0.500000 0.800000 
15 255 15 270 0.500000 0.500000 0.800000 
15 270 30 270 0.500000 0.500000 0.800000 
30 270 45 270 0.500000 0.500000 0.800000 
45 270 60 270 0.600000 0.400000 1.000000 
60 270 75 270 0.600000 0.400000 1.000000 
75 270 75 255 0.600000 0.400000 1.000000 
75 255 60 255 0.600000 0.400000 1.000000 
60 255 60 270 0.600000 0.400000 1.000000 
60 270 75 270 0.600000 0.400000 1.000000 
75 270 90 270 0.600000 0.400000 1.000000 
90 270 90 255 0.700000 0.300000 0.000000 
90 255 90 240 0.700000 0.300000 0.000000 
90 240 75 240 0.700000 0.300000 0.000000 
75 240 75 255 0.700000 0.300000 0.000000 
75 255 90 255 0.700000 0.300000 0.000000 
90 255 90 240 0.700000 0.300000 0.000000 
90 240 90 225 0.700000 0.300000 0.000000 
90 225 75 225 0.800000 0.200000 0.200000 
75 225 60 225 0.800000 0.200000 0.200000 
60 225 60 240 0.800000 0.200000 0.200000 
60 240 75 240 0.800000 0.200000 0.200000 
75 240 75 225 0.800000 0.200000 0.200000 
75 225 60 225 0.800000 0.200000 0.200000 
60 225 45 225 0.800000 0.200000 0.200000 
45 225 45 240 0.900000 0.100000 0.400000 
45 240 45 255 0.900000 0.100000 0.400000 
45 255 60 255 0.900000 0.100000 0.400000 
60 255 60 240 0.900000 0.100000 0.400000 
60 240 45 240 0.900000 0.100000 0.400000 
45 240 45 255 0.900000 0.100000 0.400000 
45 255 45 270 0.900000 0.100000 0.400000 
45 270 60 270 1.000000 0.000000 0.600000 
60 270 75 270 1.000000 0.000000 0.600000 
75 270 75 255 1.000000 0.000000 0.600000 
75 255 60 255 1.000000 0.000000 0.600000 
60 255 60 270 1.000000 0.000000 0.600000 
60 270 75 270 1.000000 0.000000 0.600000 
75 270 90 270 1.000000 0.000000 0.600000 
90 270 105 270 0.000000 1.000000 0.800000 
105 270 120 270 0.000000 1.000000 0.800000 
120 270 120 255 0.000000 1.000000 0.800000 
120 255 105 255 0.000000 1.000000 0.800000 
105 255 105 270 0.000000 1.000000 0.800000 
105 270 120 270 0.000000 1.000000 0.800000 
120 270 135 270 0.000000 1.000000 0.800000 
135 270 135 255 0.200000 0.800000 0.000000 
135 255 135 240 0.200000 0.800000 0.000000 
135 240 120 240 0.200000 0.800000 0.000000 
120 240 120 255 0.200000 0.800000 0.000000 
120 255 135 255 0.200000 0.800000 0.000000 
135 255 135 240 0.200000 0.800000 0.000000 
135 240 135 225 0.200000 0.800000 0.000000 
135 225 135 210 0.300000 0.700000 0.200000 
135 210 135 195 0.300000 0.700000 0.200000 
135 195 120 195 0.300000 0.700000 0.200000 
120 195 120 210 0.300000 0.700000 0.200000 
120 210 135 210 0.300000 0.700000 0.200000 
135 210 135 195 0.300000 0.700000 0.200000 
135 195 135 180 0.300000 0.700000 0.200000 
135 180 120 180 0.400000 0.600000 0.400000 
120 180 105 180 0.400000 0.600000 0.400000 
105 180 105 195 0.400000 0.600000 0.400000 
105 195 120 195 0.400000 0.600000 0.400000 
120 195 120 180 0.400000 0.600000 0.400000 
120 180 105 180 0.400000 0.600000 0.400000 
105 180 90 180 0.400000 0.600000 0.400000 
90 180 90 195 0.500000 0.500000 0.600000 
90 195 90 210 0.500000 0.500000 0.600000 
90 210 105 210 0.500000 0.500000 0.600000 
105 210 105 195 0.500000 0.500000 0.600000 
105 195 90 195 0.500000 0.500000 0.600000 
90 195 90 210 0.500000 0.500000 0.600000 
90 210 90 225 0.500000 0.500000 0.600000 
90 225 105 225 0.600000 0.400000 0.800000 
105 225 120 225 0.600000 0.400000 0.800000 
120 225 120 210 0.600000 0.400000 0.800000 
120 210 105 210 0.600000 0.400000 0.800000 
105 210 105 225 0.600000 0.400000 0.800000 
105 225 120 225 0.600000 0.400000 0.800000 
120 225 135 225 0.600000 0.400000 0.800000 
135 225 135 210 0.700000 0.300000 1.000000 
135 210 135 195 0.700000 0.300000 1.000000 
135 195 120 195 0.700000 0.300000 1.000000 
120 195 120 210 0.700000 0.300000 1.000000 
120 210 135 210 0.700000 0.300000 1.000000 
135 210 135 195 0.700000 0.300000 1.000000 
135 195 135 180 0.700000 0.300000 1.000000 
135 180 135 165 0.800000 0.200000 0.000000 
135 165 135 150 0.800000 0.200000 0.000000 
135 150 120 150 0.800000 0.200000 0.000000 
120 150 120 165 0.800000 0.200000 0.000000 
120 165 135 165 0.800000 0.200000 0.000000 
135 165 135 150 0.800000 0.200000 0.000000 
135 150 135 135 0.800000 0.200000 0.000000 
135 135 120 135 1.000000 0.000000 0.400000 
120 135 105 135 1.000000 0.000000 0.400000 
105 135 105 150 1.000000 0.000000 0.400000 
105 150 120 150 1.000000 0.000000 0.400000 
120 150 120 135 1.000000 0.000000 0.400000 
120 135 105 135 1.000000 0.000000 0.400000 
105 135 90 135 1.000000 0.000000 0.400000 
90 135 75 135 0.000000 1.000000 0.600000 
75 135 60 135 0.000000 1.000000 0.600000 
60 135 60 150 0.000000 1.000000 0.600000 
60 150 75 150 0.000000 1.000000 0.600000 
75 150 75 135 0.000000 1.000000 0.600000 
75 135 60 135 0.000000 1.000000 0.600000 
60 135 45 135 0.000000 1.000000 0.600000 
45 135 45 150 0.100000 0.900000 0.800000 
45 150 45 165 0.100000 0.900000 0.800000 
45 165 60 165 0.100000 0.900000 0.800000 
60 165 60 150 0.100000 0.900000 0.800000 
60 150 45 150 0.100000 0.900000 0.800000 
45 150 45 165 0.100000 0.900000 0.800000 
45 165 45 180 0.100000 0.900000 0.800000 
45 180 60 180 0.200000 0.800000 1.000000 
60 180 75 180 0.200000 0.800000 1.000000 
75 180 75 165 0.200000 0.800000 1.000000 
75 165 60 165 0.200000 0.800000 1.000000 
60 165 60 180 0.200000 0.800000 1.000000 
60 180 75 180 0.200000 0.800000 1.000000 
75 180 90 180 0.200000 0.800000 1.000000 
90 180 90 165 0.300000 0.700000 0.000000 
90 165 90 150 0.300000 0.700000 0.000000 
90 150 75 150 0.300000 0.700000 0.000000 
75 150 75 165 0.300000 0.700000 0.000000 
75 165 90 165 0.300000 0.700000 0.000000 
90 165 90 150 0.300000 0.700000 0.000000 
90 150 90 135 0.300000 0.700000 0.000000 
90 135 75 135 0.400000 0.600000 0.200000 
75 135 60 135 0.400000 0.600000 0.200000 
60 135 60 150 0.400000 0.600000 0.200000 
60 150 75 150 0.400000 0.600000 0.200000 
75 150 75 135 0.400000 0.600000 0.200000 
75 135 60 135 0.400000 0.600000 0.200000 
60 135 45 135 0.400000 0.600000 0.200000 
45 135 30 135 0.500000 0.500000 0.400000 
30 135 15 135 0.500000 0.500000 0.400000 
15 135 15 150 0.500000 0.500000 0.400000 
15 150 30 150 0.500000 0.500000 0.400000 
30 150 30 135 0.500000 0.500000 0.400000 
30 135 15 135 0.500000 0.500000 0.400000 
15 135 -0 135 0.500000 0.500000 0.400000 
-0 135 -0 150 0.700000 0.300000 0.800000 
-0 150 -0 165 0.700000 0.300000 0.800000 
-0 165 15 165 0.700000 0.300000 0.800000 
15 165 15 150 0.700000 0.300000 0.800000 
15 150 -0 150 0.700000 0.300000 0.800000 
-0 150 -0 165 0.700000 0.300000 0.800000 
-0 165 0 180 0.700000 0.300000 0.800000 
0 180 0 195 0.800000 0.200000 1.000000 
0 195 0 210 0.800000 0.200000 1.000000 
0 210 15 210 0.800000 0.200000 1.000000 
15 210 15 195 0.800000 0.200000 1.000000 
15 195 0 195 0.800000 0.200000 1.000000 
0 195 0 210 0.800000 0.200000 1.000000 
0 210 0 225 0.800000 0.200000 1.000000 
0 225 15 225 0.900000 0.100000 0.000000 
15 225 30 225 0.900000 0.100000 0.000000 
30 225 30 210 0.900000 0.100000 0.000000 
30 210 15 210 0.900000 0.100000 0.000000 
15 210 15 225 0.900000 0.100000 0.000000 
15 225 30 225 0.900000 0.100000 0.000000 
30 225 45 225 0.900000 0.100000 0.000000 
45 225 45 210 1.000000 0.000000 0.200000 
45 210 45 195 1.000000 0.000000 0.200000 
45 195 30 195 1.000000 0.000000 0.200000 
30 195 30 210 1.000000 0.000000 0.200000 
30 210 45 210 1.000000 0.000000 0.200000 
45 210 45 195 1.000000 0.000000 0.200000 
45 195 45 180 1.000000 0.000000 0.200000 
45 180 30 180 0.000000 1.000000 0.400000 
30 180 15 180 0.000000 1.000000 0.400000 
15 180 15 195 0.000000 1.000000 0.400000 
15 195 30 195 0.000000 1.000000 0.400000 
30 195 30 180 0.000000 1.000000 0.400000 
30 180 15 180 0.000000 1.000000 0.400000 
15 180 0 180 0.000000 1.000000 0.400000 
0 180 0 195 0.100000 0.900000 0.600000 
0 195 0 210 0.100000 0.900000 0.600000 
0 210 15 210 0.100000 0.900000 0.600000 
15 210 15 195 0.100000 0.900000 0.600000 
15 195 0 195 0.100000 0.900000 0.600000 
0 195 0 210 0.100000 0.900000 0.600000 
0 210 0 225 0.100000 0.900000 0.600000 
0 225 0 240 0.200000 0.800000 0.800000 
0 240 0 255 0.200000 0.800000 0.800000 
0 255 15 255 0.200000 0.800000 0.800000 
15 255 15 240 0.200000 0.800000 0.800000 
15 240 0 240 0.200000 0.800000 0.800000 
0 240 0 255 0.200000 0.800000 0.800000 
0 255 0 270 0.200000 0.800000 0.800000 
0 270 0 285 0.400000 0.600000 0.000000 
0 285 0 300 0.400000 0.600000 0.000000 
0 300 15 300 0.400000 0.600000 0.000000 
15 300 15 285 0.400000 0.600000 0.000000 
